ITEM: TIMESTEP
40000
ITEM: NUMBER OF ATOMS
900
ITEM: BOX BOUNDS pp pp pp
0 1.2
0 1.2
-0.012 0.012
ITEM: ATOMS id type x y z vx vy vz c_rho_peratom v_dAsphx v_dA v_dA_err 
1 1 1.1265 0.212034 0 -0.00112018 0.00356012 0 1.00002 4.69053 4.85298 0.0215446 
2 1 0.128087 1.06499 0 0.0165303 -0.0110714 0 1.00002 3.96421 4.10193 0.018266 
3 1 1.0385 0.267595 0 0.00322832 0.0193138 0 1.00001 3.35744 3.4728 0.0152999 
4 1 1.11953 0.654681 0 -0.00985002 0.0235955 0 1.00002 4.61779 4.77807 0.0212574 
5 1 0.262007 0.0819168 0 0.00257795 0.0356634 0 1 1.00025 1.03474 0.00457467 
6 1 1.16048 1.00497 0 0.0146391 -0.00963521 0 1 4.95409 5.12431 0.0225752 
7 1 0.534994 1.1322 0 0.00850105 0.0031648 0 0.999985 -4.77195 -4.9356 0.0217057 
8 1 0.0848025 0.262085 0 -0.0140982 0.00529549 0 1.00005 4.56908 4.72825 0.0211115 
9 1 0.0417767 0.122404 0 -0.0101429 0.00793611 0 1.00005 4.94005 5.11122 0.0227023 
10 1 0.200031 0.260493 0 0.0141762 -0.02021 0 0.999994 2.52861 2.61725 0.0117569 
11 1 0.168769 0.367737 0 -0.0314364 0.033925 0 1.00002 3.21189 3.32128 0.0145083 
12 1 0.583836 0.00886255 0 -0.00725065 0.00950658 0 1.00004 -5.04266 -5.21725 0.0231544 
13 1 0.280571 1.1341 0 -0.0133791 0.0106334 0 0.999986 0.514686 0.531731 0.0022606 
14 1 0.466048 0.163148 0 -0.0229452 -0.0233021 0 1.00002 -3.8668 -4.00007 0.0176752 
15 1 1.00786 1.16876 0 -0.0187896 0.00298751 0 0.999986 2.70842 2.80226 0.0124456 
16 1 0.501838 0.140052 0 -0.0161262 -0.0462253 0 1.00007 -4.40742 -4.55948 0.0201668 
17 1 0.174918 0.0187593 0 -0.0151675 0.0149558 0 1.00002 3.08283 3.18925 0.0141141 
18 1 0.587161 0.364397 0 0.00462626 0.00428893 0 1.00005 -5.04924 -5.22416 0.0231995 
19 1 0.0994059 0.225364 0 -0.033238 -0.0360957 0 1.00004 4.39133 4.54262 0.020066 
20 1 1.1403 0.087679 0 -0.00748035 0.00921433 0 1.00002 4.81528 4.98226 0.0221454 
21 1 0.373736 0.0215061 0 -0.0286742 -0.0152904 0 1.00005 -1.90473 -1.97167 0.00887747 
22 1 0.233949 0.0539523 0 0.0231104 -0.0128414 0 1.00003 1.71487 1.77493 0.00796572 
23 1 0.327866 0.227405 0 -0.0128621 0.0347316 0 1.00002 -0.735501 -0.761252 0.00341527 
24 1 0.101735 0.0554027 0 -0.0153605 -0.0435987 0 0.999969 4.36141 4.51053 0.0197777 
25 1 0.0592364 0.0547833 0 -0.0339249 0.026916 0 1.00002 4.81918 4.98615 0.0221445 
26 1 0.377784 0.135103 0 -0.0153794 0.00769946 0 0.999988 -2.00472 -2.07404 0.00919398 
27 1 0.242619 0.240687 0 -0.0242213 0.00976837 0 1 1.49799 1.54958 0.00684182 
28 1 0.589605 0.0477657 0 0.0144564 0.015495 0 1 -5.05296 -5.22823 0.0232469 
29 1 1.13092 0.323189 0 0.0112313 -0.00645637 0 1.00001 4.73372 4.89722 0.0216846 
30 1 0.074074 0.143516 0 0.00494812 -0.00721205 0 0.99999 4.68606 4.84708 0.0213559 
31 1 0.200145 1.10918 0 -0.00531406 0.00327718 0 1.00002 2.52712 2.61454 0.011594 
32 1 0.303228 1.17665 0 -0.0331621 -0.0409759 0 1.00002 -0.0842331 -0.0884818 0.000563492 
33 1 0.239564 0.118409 0 0.00228377 -0.0165268 0 1.00003 1.5748 1.62938 0.00723881 
34 1 0.418887 0.975868 0 0.0312562 -0.012945 0 1.00002 -2.9517 -3.05289 0.0134199 
35 1 0.322618 0.420376 0 0.00502071 0.0192639 0 1 -0.597399 -0.618641 0.00281738 
36 1 0.221532 0.415439 0 -0.00366953 0.023133 0 1.00002 2.02138 2.09123 0.00926356 
