0 0 0 0
2.5e-05 0 0 0
5e-05 0 0 0
7.5e-05 0 0 0
0.0001 0 0 0
0.000125 0 0 0
0.00015 0 0 0
0.000175 0 0 0
0.0002 0 0 0
0.000225 0 0 0
0.00025 0 0 0
0.000275 0 0 0
0.0003 0 0 0
0.000325 0 0 0
0.00035 0 0 0
0.000375 0 0 0
0.0004 0 0 0
0.000425 0 0 0
0.00045 0 0 0
0.000475 0 0 0
0.0005 0 0 0
0.000525 0 0 0
0.00055 0 0 0
0.000575 0 0 0
0.0006 0 0 0
0.000625 0 0 0
0.00065 0 0 0
0.000675 0 0 0
0.0007 0 0 0
0.000725 0 0 0
0.00075 0 0 0
0.000775 0 0 0
0.0008 0 0 0
0.000825 0 0 0
0.00085 0 0 0
0.000875 0 0 0
0.0009 0 0 0
0.000925 0 0 0
0.00095 0 0 0
0.000975 0 0 0
0 2.5e-05 0 0
2.5e-05 2.5e-05 0 0
5e-05 2.5e-05 0 0
7.5e-05 2.5e-05 0 0
0.0001 2.5e-05 0 0
0.000125 2.5e-05 0 0
0.00015 2.5e-05 0 0
0.000175 2.5e-05 0 0
0.0002 2.5e-05 0 0
0.000225 2.5e-05 0 0
0.00025 2.5e-05 0 0
0.000275 2.5e-05 0 0
0.0003 2.5e-05 0 0
0.000325 2.5e-05 0 0
0.00035 2.5e-05 0 0
0.000375 2.5e-05 0 0
0.0004 2.5e-05 0 0
0.000425 2.5e-05 0 0
0.00045 2.5e-05 0 0
0.000475 2.5e-05 0 0
0.0005 2.5e-05 0 0
0.000525 2.5e-05 0 0
0.00055 2.5e-05 0 0
0.000575 2.5e-05 0 0
0.0006 2.5e-05 0 0
0.000625 2.5e-05 0 0
0.00065 2.5e-05 0 0
0.000675 2.5e-05 0 0
0.0007 2.5e-05 0 0
0.000725 2.5e-05 0 0
0.00075 2.5e-05 0 0
0.000775 2.5e-05 0 0
0.0008 2.5e-05 0 0
0.000825 2.5e-05 0 0
0.00085 2.5e-05 0 0
0.000875 2.5e-05 0 0
0.0009 2.5e-05 0 0
0.000925 2.5e-05 0 0
0.00095 2.5e-05 0 0
0.000975 2.5e-05 0 0
0 5e-05 0 0
2.5e-05 5e-05 0 0
5e-05 5e-05 0 0
7.5e-05 5e-05 0 0
0.0001 5e-05 0 0
0.000125 5e-05 0 0
0.00015 5e-05 0 0
0.000175 5e-05 0 0
0.0002 5e-05 0 0
0.000225 5e-05 0 0
0.00025 5e-05 0 0
0.000275 5e-05 0 0
0.0003 5e-05 0 0
0.000325 5e-05 0 0
0.00035 5e-05 0 0
0.000375 5e-05 0 0
0.0004 5e-05 0 0
0.000425 5e-05 0 0
0.00045 5e-05 0 0
0.000475 5e-05 0 0
0.0005 5e-05 0 0
0.000525 5e-05 0 0
0.00055 5e-05 0 0
0.000575 5e-05 0 0
0.0006 5e-05 0 0
0.000625 5e-05 0 0
0.00065 5e-05 0 0
0.000675 5e-05 0 0
0.0007 5e-05 0 0
0.000725 5e-05 0 0
0.00075 5e-05 0 0
0.000775 5e-05 0 0
0.0008 5e-05 0 0
0.000825 5e-05 0 0
0.00085 5e-05 0 0
0.000875 5e-05 0 0
0.0009 5e-05 0 0
0.000925 5e-05 0 0
0.00095 5e-05 0 0
0.000975 5e-05 0 0
0 7.5e-05 0 0
2.5e-05 7.5e-05 0 0
5e-05 7.5e-05 0 0
7.5e-05 7.5e-05 0 0
