ITEM: TIMESTEP
13600
ITEM: NUMBER OF ATOMS
900
ITEM: BOX BOUNDS pp pp pp
0 1.2
0 1.2
-0.012 0.012
ITEM: ATOMS id type x y z vx vy vz c_rho_peratom v_dAsphx v_dA v_dA_err c_ie_atom 
1 1 0.712986 0.193033 0 -0.00454587 -0.000414537 0 1.0273 -4.30042 -4.34615 0.00606538 0.0016 
2 1 1.04263 0.908504 0 -0.00195627 -0.00236012 0 1.03392 2.73863 3.55679 0.108512 0.0016 
3 1 0.837742 0.20096 0 0.00363219 -0.00266862 0 0.993725 -0.727457 -1.67676 0.125905 0.0016 
4 1 0.611409 0.220763 0 -0.006275 0.000744459 0 0.986357 -5.4199 -5.22665 0.025631 0.0016 
5 1 0.69616 0.158218 0 9.07975e-05 0.000717638 0 1.03002 -3.89208 -4.58622 0.092063 0.0016 
6 1 0.0192968 0.209798 0 -0.00187937 -0.00147121 0 0.999402 5.13835 5.20928 0.00940747 0.0016 
7 1 0.179491 0.893678 0 -0.00168624 -0.00166508 0 1.03553 2.85402 3.08891 0.0311524 0.0016 
8 1 0.932897 1.18636 0 0.00285071 0.00030033 0 1.00123 1.0788 0.897432 0.0240543 0.0016 
9 1 1.18477 1.18973 0 0.00153028 -0.00166021 0 1.03888 5.10184 5.21936 0.0155858 0.0016 
10 1 1.13603 0.0908919 0 -0.00270128 -0.00113353 0 1.02236 4.46468 4.94504 0.0637095 0.0016 
11 1 1.01118 0.712157 0 -0.00308668 0.00624854 0 1.02216 2.29987 2.87883 0.0767864 0.0016 
12 1 0.741589 1.13075 0 0.00120095 0.00452529 0 1.01862 -3.7253 -3.86181 0.0181049 0.0016 
13 1 0.0475256 0.359882 0 -0.00246111 0.00173009 0 1.00525 4.99707 5.07471 0.0102967 0.0016 
14 1 0.75946 0.664121 0 0.00269274 0.00411097 0 0.964508 -3.06125 -3.51454 0.0601194 0.0016 
15 1 0.806309 0.698238 0 0.00609648 0.00245818 0 1.0517 -1.39397 -2.46681 0.14229 0.0016 
16 1 0.608747 0.997492 0 -0.000601245 0.000937765 0 1.01116 -5.12374 -5.2305 0.0141597 0.0016 
17 1 0.548757 0.817614 0 0.000378069 -0.000697623 0 1.00855 -4.81155 -5.04865 0.0314456 0.0016 
18 1 0.68452 0.714539 0 -0.00326512 0.0011429 0 1.00649 -5.12452 -4.73157 0.0521166 0.0016 
19 1 0.923854 0.379007 0 0.000894399 0.00253847 0 1.00547 -0.0279439 0.652259 0.0902147 0.0016 
20 1 0.58178 0.576006 0 0.00213627 0.00138395 0 0.988523 -5.32005 -5.21218 0.0143067 0.0016 
21 1 0.954909 0.241366 0 0.00616308 0.0019566 0 0.997593 1.9787 1.48471 0.0655182 0.0016 
22 1 1.15452 0.986711 0 -0.00539028 0.00227963 0 0.979362 4.84304 5.08825 0.0325215 0.0016 
23 1 0.437012 0.139211 0 0.00180845 0.00377255 0 0.980058 -3.09231 -3.44225 0.0464119 0.0016 
24 1 0.40749 0.663399 0 0.00299612 0.0043677 0 1.02615 -3.08111 -2.79376 0.0381112 0.0016 
25 1 0.853568 1.04026 0 0.00136107 0.000258556 0 1.01702 -0.448238 -1.26046 0.107725 0.0016 
26 1 0.747168 0.629156 0 0.00177513 0.00585349 0 0.991443 -3.59042 -3.75689 0.0220791 0.0016 
27 1 1.03724 0.410366 0 -0.00256549 -0.00344289 0 1.00246 2.98204 3.44695 0.0616595 0.0016 
28 1 0.709704 0.619178 0 0.00510683 -0.00300256 0 1.00215 -4.03154 -4.39568 0.0482962 0.0016 
29 1 0.606983 0.374231 0 -0.0010278 0.00251601 0 1.00593 -5.25186 -5.23249 0.00256876 0.0016 
30 1 1.13405 0.169726 0 0.000350568 -0.00511165 0 1.00048 4.61334 4.9269 0.0415868 0.0016 
31 1 1.04078 0.83303 0 0.00543539 -0.00286895 0 1.0258 3.82842 3.51946 0.0409775 0.0016 
32 1 1.01882 1.10132 0 -0.000930351 -0.000876099 0 1.03817 2.83818 3.05145 0.0282863 0.0016 
33 1 0.620611 0.436356 0 0.00366807 -0.00320418 0 0.999226 -4.80306 -5.20553 0.0533792 0.0016 
34 1 0.207026 1.0384 0 0.00258311 -0.00298717 0 1.021 1.14682 2.44945 0.172767 0.0016 
35 1 0.551909 0.48245 0 0.00590254 -0.000109506 0 1.01044 -4.86751 -5.07087 0.0269715 0.0016 
36 1 0.249424 0.879237 0 -0.00345203 -0.00471343 0 1.0229 1.72049 1.37041 0.0464299 0.0016 
37 1 0.753686 0.0780407 0 0.00143526 0.00610022 0 1.01107 -2.94377 -3.63026 0.0910487 0.0016 
38 1 0.138801 0.741353 0 -0.00366555 -0.0068368 0 1.01462 3.95555 3.91302 0.00564012 0.0016 
39 1 0.169756 1.11635 0 -0.000390877 0.00214315 0 1.01212 3.37761 3.30031 0.010253 0.0016 
40 1 0.815739 0.156129 0 -0.0010387 0.000577419 0 1.01723 -2.1106 -2.23586 0.0166124 0.0016 
41 1 0.481753 1.01109 0 -0.00437829 -0.00145006 0 0.987522 -4.04751 -4.26407 0.0287224 0.0016 
42 1 0.275556 0.0809331 0 0.0060904 0.00609602 0 1.03582 -0.768634 0.668327 0.190583 0.0016 
43 1 0.0375001 0.647203 0 0.00198551 -0.000505003 0 0.980487 5.03933 5.13538 0.0127384 0.0016 
44 1 1.02177 0.104677 0 -0.0024993 -0.00330407 0 1.00731 2.58374 3.11673 0.0706891 0.0016 
45 1 0.29139 1.1572 0 0.000102305 -0.000265112 0 1.04607 0.916059 0.235977 0.0901986 0.0016 
46 1 0.174336 1.04502 0 -0.00778441 0.00121244 0 1.00086 4.49651 3.20188 0.171705 0.0016 
47 1 1.18421 0.968821 0 -0.00414525 -0.00461259 0 0.987479 5.0183 5.21811 0.0265 0.0016 
48 1 0.870528 0.175456 0 -0.00251085 -0.000971417 0 1.02074 -1.71795 -0.804784 0.121113 0.0016 
49 1 0.087897 1.18262 0 0.00202677 0.00148068 0 0.989795 4.81879 4.69119 0.016924 0.0016 
50 1 0.263241 0.475045 0 0.000552007 -0.00390017 0 0.969893 0.797832 1.00156 0.0270202 0.0016 
51 1 0.567166 0.158096 0 -0.00349902 0.00077883 0 0.985989 -5.08544 -5.1588 0.00973058 0.0016 
52 1 0.0873127 0.823584 0 -0.00235277 -0.00303317 0 0.999068 4.5428 4.69828 0.0206216 0.0016 
53 1 0.592897 1.18349 0 -0.00141745 -0.00056406 0 0.980698 -5.08006 -5.23237 0.0202002 0.0016 
54 1 0.800384 0.667733 0 -0.00391684 -0.000818652 0 1.04535 -3.44596 -2.60886 0.111024 0.0016 
55 1 0.420664 0.228275 0 0.00249057 0.00563297 0 1.02662 -3.33731 -3.09235 0.0324879 0.0016 
56 1 0.864049 0.853907 0 0.000753524 0.00135415 0 0.991803 -1.30611 -0.979798 0.0432778 0.0016 
57 1 0.879535 0.75363 0 0.00367255 -0.00169638 0 0.957215 -0.113492 -0.559982 0.0592175 0.0016 
58 1 0.71704 1.17524 0 -0.00149598 0.00359924 0 1.01235 -4.06387 -4.28318 0.0290871 0.0016 
59 1 1.06823 1.19362 0 0.00245216 0.00392971 0 1.01221 3.97581 4.03848 0.00831293 0.0016 
60 1 0.931174 1.00959 0 -0.000913594 0.00210867 0 1.00077 0.592327 0.850876 0.0342911 0.0016 
61 1 0.610349 0.312072 0 0.00322794 0.000788739 0 1.00438 -5.02022 -5.2283 0.0275977 0.0016 
62 1 0.155024 0.430472 0 -0.00571452 -0.0013161 0 1.0046 4.34256 3.60374 0.0979893 0.0016 
63 1 0.612152 1.10743 0 -0.00517921 -0.0032969 0 0.99903 -5.12868 -5.22539 0.0128263 0.0016 
