0.002 0.0158758
0.006 0.014347
0.01 0.0131946
0.014 0.0159514
0.018 0.0231081
0.022 0.0343815
0.026 0.0668683
0.03 0.212724
0.034 0.911676
0.038 2.03891
0.042 1.94727
0.046 1.23564
0.05 0.98533
0.054 0.840986
0.058 0.7623
0.062 0.764821
0.066 0.813467
0.07 0.959317
0.074 1.11744
0.078 1.10796
0.082 1.13019
0.086 1.02922
0.09 1.02714
0.094 0.960813
0.098 0.935942
0.102 0.875995
0.106 0.973
0.11 1.07451
0.114 1.03924
0.118 1.02818
0.122 1.04503
0.126 1.01299
0.13 0.990865
0.134 0.959196
0.138 0.911757
0.142 0.963942
0.146 1.02623
0.15 1.01434
0.154 1.03501
0.158 1.05147
0.162 1.02923
0.166 1.00029
0.17 1.01667
0.174 0.978921
0.178 0.942963
0.182 0.97795
0.186 0.97419
0.19 0.990784
0.194 0.983236
0.198 1.06106
