ITEM: TIMESTEP
1100
ITEM: NUMBER OF ATOMS
2220
ITEM: BOX BOUNDS xy xz yz pp pp pp
-0.000102358 0.0003606 -0.000102358
0 0.0009015 0
0 9.015e-05 0
ITEM: ATOMS x y z vx vy vy c_rho_peratom id type 
3.68482e-05 1.01612e-05 8.79426e-05 0.00210674 -0.000838395 -0.000838395 1197.42 1 1 
0.000148632 0.000890185 8.51731e-05 0.0456978 0.000805417 0.000805417 1226.49 2 1 
8.38827e-05 1.10149e-05 2.95444e-06 0.00145203 -0.000362492 -0.000362492 1184.38 3 1 
0.000189587 0.000897479 8.8984e-05 0.0468952 0.000434932 0.000434932 1283.55 4 1 
7.14649e-05 0.000900458 8.69232e-05 0.0453701 0.000320052 0.000320052 1234.48 5 1 
0.000173348 9.05786e-06 8.60155e-05 8.19655e-05 -0.000591206 -0.000591206 1229.13 6 1 
0.00024553 0.000897467 1.27526e-05 0.0443247 0.000488311 0.000488311 1227.39 7 1 
0.000211479 8.641e-06 8.80368e-05 3.50199e-05 0.000576055 0.000576055 1256.07 8 1 
0.000246551 5.60537e-06 1.00471e-07 -0.000848363 0.000154727 0.000154727 1205.43 9 1 
0.000253731 1.88066e-05 8.60495e-05 0.0012508 0.000375686 0.000375686 1210.68 10 1 
0.000278702 1.36064e-05 3.58167e-06 0.00132835 0.000542581 0.000542581 1227.9 11 1 
0.000313659 3.69775e-06 7.41508e-06 -0.0012967 -0.000875155 -0.000875155 1249.2 12 1 
3.96513e-05 0.000898477 2.34942e-06 0.0439109 0.00124401 0.00124401 1271.09 13 1 
0.000357041 8.46396e-06 4.65067e-06 0.000488723 -0.00161028 -0.00161028 1231.17 14 1 
0.000135412 1.27702e-07 1.17452e-05 -0.00096158 0.000716153 0.000716153 1298.1 15 1 
3.36996e-05 3.80763e-05 8.65097e-05 0.00192217 0.000969041 0.000969041 1224.62 16 1 
6.20056e-05 3.80141e-05 6.28269e-06 0.00236402 -0.00132859 -0.00132859 1208.2 17 1 
8.25991e-05 3.49192e-05 2.47621e-06 0.000911085 -3.91879e-05 -3.91879e-05 1196.96 18 1 
0.000103016 4.38562e-05 8.32068e-05 0.00146437 0.000384455 0.000384455 1215.65 19 1 
0.000132387 3.91038e-05 7.18184e-06 0.00266304 0.0012455 0.0012455 1220.69 20 1 
0.000156344 4.02875e-05 8.97221e-05 0.00177066 0.000419291 0.000419291 1228.5 21 1 
0.000172168 3.23004e-05 3.34339e-06 0.000740371 -0.000344185 -0.000344185 1229.35 22 1 
0.000202957 3.22132e-05 2.97508e-06 0.000786679 0.00101443 0.00101443 1256.42 23 1 
0.000231322 4.04399e-05 1.50874e-05 0.00274512 0.000431906 0.000431906 1238.74 24 1 
0.00024867 4.33065e-05 2.91809e-07 0.00143622 7.80564e-05 7.80564e-05 1234.15 25 1 
0.00028315 3.30096e-05 7.68563e-06 0.00292372 2.86631e-05 2.86631e-05 1232.27 26 1 
0.000299879 3.81221e-05 1.61641e-05 0.00119747 -0.000527287 -0.000527287 1237.06 27 1 
0.000325235 3.51023e-05 8.80321e-05 0.000928627 -0.000758515 -0.000758515 1207.15 28 1 
0.000351919 4.39762e-05 6.65502e-06 0.00199778 0.000444426 0.000444426 1240.84 29 1 
8.77645e-06 3.70362e-05 8.71682e-05 0.00258469 -0.000649398 -0.000649398 1244.71 30 1 
4.18966e-05 6.13852e-05 8.75791e-05 0.00217548 -0.000690251 -0.000690251 1217.04 31 1 
6.15225e-05 4.72765e-05 2.94958e-06 0.00216214 -8.46619e-05 -8.46619e-05 1228.18 32 1 
8.09466e-05 6.1092e-05 2.03377e-06 0.00389251 0.000119466 0.000119466 1231.75 33 1 
0.000108469 4.88748e-05 8.95576e-05 0.0022267 -0.000550277 -0.000550277 1204.5 34 1 
0.000142805 6.15556e-05 8.93342e-05 0.00538297 0.00124151 0.00124151 1230.27 35 1 
0.00016315 5.91654e-05 9.28562e-06 0.00313137 -0.00170859 -0.00170859 1235.74 36 1 
0.000182437 5.5846e-05 3.33947e-06 0.00248343 0.00108362 0.00108362 1238.08 37 1 
0.00020398 5.00787e-05 8.91392e-05 0.0022839 0.000431581 0.000431581 1257.52 38 1 
0.000234684 5.51949e-05 3.11225e-06 0.0038036 3.91264e-05 3.91264e-05 1261.62 39 1 
0.000260782 5.7924e-05 8.33922e-06 0.00281036 -0.00119484 -0.00119484 1215.47 40 1 
0.000280176 5.64717e-05 6.88947e-06 0.00467416 0.00118123 0.00118123 1235.12 41 1 
0.000302015 5.47808e-05 8.9953e-05 0.00202349 -0.000526553 -0.000526553 1238.23 42 1 
0.000332241 5.00474e-05 2.77043e-06 0.00220589 -0.00212054 -0.00212054 1208.43 43 1 
0.000349255 4.92062e-05 1.59298e-07 0.00225911 0.00017829 0.00017829 1234.01 44 1 
1.78409e-05 5.42976e-05 4.85266e-06 0.00479172 -0.00041151 -0.00041151 1229.37 45 1 
5.94494e-05 8.58541e-05 6.02636e-06 0.00431093 0.000812759 0.000812759 1232.43 46 1 
7.27992e-05 7.97945e-05 8.65287e-05 0.00498759 -0.00130806 -0.00130806 1234.56 47 1 
9.39038e-05 8.28955e-05 9.01482e-05 0.00441959 -5.40063e-05 -5.40063e-05 1209.08 48 1 
0.000129014 8.2743e-05 8.93483e-05 0.00202395 -0.000567871 -0.000567871 1190.1 49 1 
0.000147842 8.49609e-05 4.94474e-06 0.00448978 2.52944e-05 2.52944e-05 1188.87 50 1 
0.00017326 8.23902e-05 8.45465e-05 0.00468815 0.00126601 0.00126601 1209.37 51 1 
0.000210259 8.76695e-05 3.29774e-06 0.00294857 -0.000968751 -0.000968751 1217.36 52 1 
0.000226986 8.2538e-05 7.31208e-06 0.0055595 -2.55709e-05 -2.55709e-05 1237.04 53 1 
0.000253348 7.71033e-05 3.18335e-06 0.00360016 0.000281507 0.000281507 1214.93 54 1 
0.000259917 9.03981e-05 2.76011e-06 0.0051026 -0.00138882 -0.00138882 1199.22 55 1 
0.000295931 8.41365e-05 8.74293e-05 0.00464319 -0.000440516 -0.000440516 1201.2 56 1 
0.000325869 7.60444e-05 3.74195e-06 0.00343793 -2.22656e-05 -2.22656e-05 1185.27 57 1 
0.000349905 8.6687e-05 8.47046e-05 0.00451711 -0.000560968 -0.000560968 1224.75 58 1 
3.8962e-06 8.64795e-05 8.57061e-05 0.00425938 0.0013731 0.0013731 1215.2 59 1 
2.71527e-05 7.99071e-05 6.25346e-06 0.00447449 1.64838e-05 1.64838e-05 1196.72 60 1 
5.73737e-05 0.000107398 5.74546e-06 0.00531827 -0.000892581 -0.000892581 1239.16 61 1 
8.59128e-05 9.8513e-05 8.92052e-05 0.00599984 0.000676142 0.000676142 1223.41 62 1 
0.000114324 0.000111143 4.50445e-07 0.0049948 0.000107769 0.000107769 1213.67 63 1 
0.00013244 0.000103401 5.00504e-06 0.00584923 0.00133419 0.00133419 1207.44 64 1 
0.000171225 0.00010855 1.04321e-05 0.00391683 0.00113379 0.00113379 1204.49 65 1 
0.000186077 0.000109562 7.92267e-06 0.00563791 0.000923799 0.000923799 1198.97 66 1 
0.000207591 0.000100363 8.41176e-05 0.00630155 8.31809e-05 8.31809e-05 1202.88 67 1 
0.000239262 0.000106017 8.31046e-05 0.00462582 0.000978473 0.000978473 1219.99 68 1 
0.000243587 0.000104418 2.03241e-06 0.00525723 -0.00135908 -0.00135908 1201.63 69 1 
0.000277292 9.94938e-05 8.67657e-05 0.00574721 0.000491187 0.000491187 1210.23 70 1 
0.000306632 0.000101212 8.46913e-06 0.00281544 -0.00107634 -0.00107634 1187.9 71 1 
0.000337128 0.000112397 2.29011e-06 0.00609147 0.000870541 0.000870541 1217.24 72 1 
4.06212e-06 0.000104553 2.996e-06 0.00486189 8.46423e-05 8.46423e-05 1212.83 73 1 
2.04979e-05 0.000103403 8.6125e-06 0.00581048 0.00129403 0.00129403 1214.12 74 1 
4.3296e-05 0.000107947 7.25329e-06 0.00700977 0.000313043 0.000313043 1232.62 75 1 
6.77269e-05 0.000120012 5.56859e-06 0.00483777 0.00151167 0.00151167 1209.04 76 1 
0.000102769 0.000126981 8.90517e-05 0.00729933 0.00019035 0.00019035 1199.21 77 1 
0.000126908 0.000131008 4.22496e-06 0.00559384 -0.0011715 -0.0011715 1231.71 78 1 
0.00016011 0.000125608 8.77625e-05 0.00704106 0.00146523 0.00146523 1201.53 79 1 
0.000175448 0.000134602 4.54571e-06 0.00654329 -0.000338564 -0.000338564 1199.04 80 1 
0.000203709 0.000131913 4.63733e-06 0.00589226 0.000182623 0.000182623 1186.38 81 1 
0.000226141 0.000134668 7.09055e-06 0.0085027 -0.00123688 -0.00123688 1202.42 82 1 
0.000246126 0.000132633 7.81101e-06 0.00722499 -0.00139522 -0.00139522 1211.37 83 1 
0.000279893 0.000129397 6.00966e-06 0.00592781 -0.000774427 -0.000774427 1212.55 84 1 
0.000293367 0.000130401 1.08283e-05 0.0063914 0.000402314 0.000402314 1201.32 85 1 
0.000319518 0.000129706 8.60435e-05 0.0059747 0.000741679 0.000741679 1203.13 86 1 
0.000340272 0.000125128 1.18064e-06 0.00607143 -0.000129542 -0.000129542 1206.03 87 1 
1.41786e-05 0.000128929 2.05148e-06 0.00622585 0.000826861 0.000826861 1180.49 88 1 
3.6413e-05 0.000125356 8.34586e-05 0.00596862 0.000810426 0.000810426 1208.66 89 1 
7.74892e-05 0.00013893 8.96073e-05 0.00714553 0.0013048 0.0013048 1192.09 90 1 
9.01481e-05 0.000146244 1.20554e-05 0.00689759 -0.000377875 -0.000377875 1192.82 91 1 
0.000124345 0.000162113 8.99945e-05 0.00823193 -0.000756503 -0.000756503 1193.09 92 1 
0.000135512 0.000150628 1.77179e-06 0.00811599 -0.00144148 -0.00144148 1210.39 93 1 
0.000168657 0.000150246 7.42117e-07 0.00695805 0.000757438 0.000757438 1214.46 94 1 
0.000189392 0.000148783 4.69928e-06 0.00766119 -0.00174677 -0.00174677 1220.85 95 1 
0.000224287 0.000148463 3.37086e-07 0.00763199 -0.000847887 -0.000847887 1210.12 96 1 
0.000239674 0.000159265 4.98571e-06 0.00824729 0.000394526 0.000394526 1197.43 97 1 
0.000262784 0.000148981 8.97284e-05 0.00787554 -0.000759045 -0.000759045 1197.95 98 1 
0.000280747 0.00015206 8.71605e-05 0.00762887 -0.000255672 -0.000255672 1194.45 99 1 
0.000309171 0.000154776 8.07418e-05 0.0089717 -0.000726378 -0.000726378 1214.11 100 1 
0.00033759 0.000146617 4.02399e-06 0.00722813 -5.48883e-06 -5.48883e-06 1209.42 101 1 
-7.51261e-06 0.000151908 8.94365e-05 0.00767382 -0.00126131 -0.00126131 1205.16 102 1 
1.13231e-05 0.000150658 8.63535e-05 0.00929842 -1.70889e-05 -1.70889e-05 1197.63 103 1 
3.92183e-05 0.000151594 8.6295e-05 0.00696091 0.00137236 0.00137236 1229.91 104 1 
7.21947e-05 0.000151718 1.17568e-05 0.00900293 -0.000595101 -0.000595101 1201.9 105 1 
9.42061e-05 0.000178297 6.99265e-06 0.00801873 0.000496451 0.000496451 1169.24 106 1 
0.000130986 0.00017492 8.7544e-05 0.0102394 0.000772628 0.000772628 1177.06 107 1 
0.000163682 0.000174035 3.85137e-06 0.00808236 0.000203892 0.000203892 1204.55 108 1 
0.000170601 0.000168047 8.65394e-05 0.0082063 -0.000411452 -0.000411452 1205.55 109 1 
0.000206257 0.000177646 9.36161e-06 0.00924552 -0.00130985 -0.00130985 1198.07 110 1 
0.00022588 0.000184611 9.8336e-06 0.0104653 -0.00145684 -0.00145684 1184.02 111 1 
0.000254562 0.000181173 3.88467e-06 0.0100729 0.000485906 0.000485906 1187.92 112 1 
0.000273435 0.000182303 2.58804e-06 0.00803768 0.00101432 0.00101432 1208.63 113 1 
0.000289859 0.000183928 7.99014e-05 0.0106242 -0.000444182 -0.000444182 1205.93 114 1 
0.000326301 0.00017117 8.9295e-05 0.00741008 -0.000158288 -0.000158288 1205.35 115 1 
-1.5932e-05 0.000175124 7.70907e-06 0.00903934 -5.5261e-05 -5.5261e-05 1203.92 116 1 
1.4317e-05 0.00016842 1.06965e-05 0.00898738 -0.00184025 -0.00184025 1208.34 117 1 
3.7411e-05 0.000182027 8.38672e-05 0.00803411 0.000908131 0.000908131 1225.98 118 1 
5.92214e-05 0.000181991 5.79659e-06 0.00938546 -0.00111685 -0.00111685 1198.02 119 1 
7.32241e-05 0.000172394 3.63998e-06 0.00828218 -0.000287096 -0.000287096 1184.32 120 1 
0.000124976 0.00020512 2.14819e-07 0.0111488 -0.000230443 -0.000230443 1195.41 121 1 
0.0001381 0.000202368 8.4963e-06 0.00943899 0.00106426 0.00106426 1207.23 122 1 
0.00016923 0.000206482 2.43252e-06 0.0110165 0.000579798 0.000579798 1185 123 1 
0.000197259 0.000203064 8.91992e-05 0.00967295 -0.000548994 -0.000548994 1202.32 124 1 
0.000220532 0.000208064 1.10861e-05 0.00935577 0.000379817 0.000379817 1190.2 125 1 
0.000233992 0.000200486 5.96837e-06 0.00939165 0.00100786 0.00100786 1190.1 126 1 
0.000267954 0.00020728 8.60269e-05 0.0108925 0.000191177 0.000191177 1203.85 127 1 
0.000288587 0.00019479 7.56472e-06 0.0103743 -0.00130377 -0.00130377 1217.93 128 1 
0.00031823 0.00020201 1.24294e-05 0.0100941 -0.000408552 -0.000408552 1201.08 129 1 
-2.06163e-05 0.000209423 3.70744e-06 0.0110133 0.000776462 0.000776462 1188.63 130 1 
2.86216e-06 0.000206747 8.77219e-05 0.0098148 0.000108709 0.000108709 1171.78 131 1 
2.4975e-05 0.000201016 8.2629e-05 0.0103104 -0.000353127 -0.000353127 1208.77 132 1 
5.33124e-05 0.000199915 6.24191e-06 0.0107076 -0.000569208 -0.000569208 1197.8 133 1 
