ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
2220
ITEM: BOX BOUNDS xy xz yz pp pp pp
0 0.0003606 0
0 0.0009015 0
0 9.015e-05 0
ITEM: ATOMS x y z vx vy vy c_rho_peratom id type 
0 0 0 0 0 0 2214.71 1 1 
2.5e-05 0 0 0 0 0 1899.8 2 1 
5e-05 0 0 0 0 0 1733.19 3 1 
7.5e-05 0 0 0 0 0 1731.99 4 1 
0.0001 0 0 0 0 0 1731.99 5 1 
0.000125 0 0 0 0 0 1731.99 6 1 
0.00015 0 0 0 0 0 1731.99 7 1 
0.000175 0 0 0 0 0 1731.99 8 1 
0.0002 0 0 0 0 0 1731.99 9 1 
0.000225 0 0 0 0 0 1731.99 10 1 
0.00025 0 0 0 0 0 1731.99 11 1 
0.000275 0 0 0 0 0 1731.99 12 1 
0.0003 0 0 0 0 0 1733.19 13 1 
0.000325 0 0 0 0 0 1899.8 14 1 
0.00035 0 0 0 0 0 2214.71 15 1 
0 2.5e-05 0 0 0 0 1854.02 16 1 
2.5e-05 2.5e-05 0 0 0 0 1583.51 17 1 
5e-05 2.5e-05 0 0 0 0 1445.96 18 1 
7.5e-05 2.5e-05 0 0 0 0 1445.34 19 1 
0.0001 2.5e-05 0 0 0 0 1445.34 20 1 
0.000125 2.5e-05 0 0 0 0 1445.34 21 1 
0.00015 2.5e-05 0 0 0 0 1445.34 22 1 
0.000175 2.5e-05 0 0 0 0 1445.34 23 1 
0.0002 2.5e-05 0 0 0 0 1445.34 24 1 
0.000225 2.5e-05 0 0 0 0 1445.34 25 1 
0.00025 2.5e-05 0 0 0 0 1445.34 26 1 
0.000275 2.5e-05 0 0 0 0 1445.34 27 1 
0.0003 2.5e-05 0 0 0 0 1445.96 28 1 
0.000325 2.5e-05 0 0 0 0 1583.51 29 1 
0.00035 2.5e-05 0 0 0 0 1854.02 30 1 
0 5e-05 0 0 0 0 1540.83 31 1 
2.5e-05 5e-05 0 0 0 0 1314.54 32 1 
5e-05 5e-05 0 0 0 0 1201.58 33 1 
7.5e-05 5e-05 0 0 0 0 1200.96 34 1 
