0.000000e+00 1.000000e+00
1.000000e+00 9.783742e-01
2.000000e+00 9.559560e-01
3.000000e+00 9.327835e-01
4.000000e+00 9.089246e-01
5.000000e+00 8.844645e-01
6.000000e+00 8.594568e-01
7.000000e+00 8.339505e-01
8.000000e+00 8.079733e-01
9.000000e+00 7.815325e-01
1.000000e+01 7.547192e-01
1.100000e+01 7.275754e-01
1.200000e+01 7.000879e-01
1.300000e+01 6.722645e-01
1.400000e+01 6.440829e-01
1.500000e+01 6.155178e-01
1.600000e+01 5.866236e-01
1.700000e+01 5.574694e-01
1.800000e+01 5.280688e-01
1.900000e+01 4.984355e-01
2.000000e+01 4.686837e-01
2.100000e+01 4.388508e-01
2.200000e+01 4.089398e-01
2.300000e+01 3.788709e-01
2.400000e+01 3.487070e-01
2.500000e+01 3.185114e-01
2.600000e+01 2.883614e-01
2.700000e+01 2.582957e-01
2.800000e+01 2.283785e-01
2.900000e+01 1.986749e-01
3.000000e+01 1.692306e-01
3.100000e+01 1.400484e-01
3.200000e+01 1.111747e-01
3.300000e+01 8.260306e-02
3.400000e+01 5.437664e-02
3.500000e+01 2.658339e-02
3.600000e+01 -8.033343e-04
3.700000e+01 -2.777671e-02
3.800000e+01 -5.426867e-02
3.900000e+01 -8.013105e-02
4.000000e+01 -1.052434e-01
4.100000e+01 -1.295008e-01
4.200000e+01 -1.529167e-01
4.300000e+01 -1.754886e-01
4.400000e+01 -1.972074e-01
4.500000e+01 -2.180480e-01
4.600000e+01 -2.380146e-01
4.700000e+01 -2.571004e-01
4.800000e+01 -2.752789e-01
4.900000e+01 -2.925368e-01
5.000000e+01 -3.089124e-01
5.100000e+01 -3.244222e-01
5.200000e+01 -3.390803e-01
5.300000e+01 -3.528511e-01
5.400000e+01 -3.656998e-01
5.500000e+01 -3.775461e-01
5.600000e+01 -3.883635e-01
5.700000e+01 -3.981317e-01
5.800000e+01 -4.068322e-01
5.900000e+01 -4.144231e-01
6.000000e+01 -4.208780e-01
6.100000e+01 -4.262058e-01
6.200000e+01 -4.303693e-01
6.300000e+01 -4.333343e-01
6.400000e+01 -4.351703e-01
6.500000e+01 -4.359878e-01
6.600000e+01 -4.359145e-01
6.700000e+01 -4.350034e-01
6.800000e+01 -4.332310e-01
6.900000e+01 -4.305493e-01
7.000000e+01 -4.270373e-01
7.100000e+01 -4.227238e-01
7.200000e+01 -4.176074e-01
7.300000e+01 -4.117439e-01
7.400000e+01 -4.051143e-01
7.500000e+01 -3.977751e-01
7.600000e+01 -3.897807e-01
7.700000e+01 -3.811742e-01
7.800000e+01 -3.719698e-01
7.900000e+01 -3.622056e-01
8.000000e+01 -3.519176e-01
8.100000e+01 -3.411360e-01
8.200000e+01 -3.297627e-01
8.300000e+01 -3.177910e-01
8.400000e+01 -3.052484e-01
8.500000e+01 -2.922351e-01
8.600000e+01 -2.787508e-01
8.700000e+01 -2.647959e-01
8.800000e+01 -2.504229e-01
8.900000e+01 -2.356453e-01
9.000000e+01 -2.204215e-01
9.100000e+01 -2.046962e-01
9.200000e+01 -1.884586e-01
9.300000e+01 -1.716674e-01
9.400000e+01 -1.543424e-01
9.500000e+01 -1.365510e-01
9.600000e+01 -1.182848e-01
9.700000e+01 -9.954826e-02
9.800000e+01 -8.037255e-02
9.900000e+01 -6.077712e-02
1.000000e+02 -4.082202e-02
1.010000e+02 -2.055079e-02
